,Unnamed: 0,Labels,DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21,DA,DB
286635,811465,cg09066834,0.715763601,0.662688704,0.549303465,0.924696493,0.948975829,0.88414351,0.189335296,0.914169446,0.736743975,0.588827324
286928,512238,cg09076433,0.760662787,0.494995054,0.269619708,0.500728967,0.278725797,0.191467694,0.204834882,0.493589587,0.462039102,0.508647034
287105,282248,cg09082631,0.301978249,0.451867142,0.333520344,0.807888509,0.252434806,0.397499508,0.607051035,0.15734108,0.467256073,0.465340656
287171,687292,cg09084510,0.582996069,0.516029772,0.480688757,0.911370855,0.471206467,0.827416254,0.9102424,0.914520344,0.558071947,0.561464995
287201,87810,cg09085439,0.696744095,0.467291552,0.399797334,0.480661363,0.532938986,0.834980316,0.543597223,0.527887272,0.468552178,0.527052336
287633,37564,cg09100128,0.084088861,0.53418869,0.155215113,0.093294888,0.232777523,0.04049045,0.040338895,0.03405626,0.356020082,0.266636853
287655,677098,cg09100984,0.758379774,0.912917714,0.448251258,0.506661462,0.440309374,0.832929967,0.507946866,0.547593938,0.515078124,0.473134252
289518,834058,cg09161177,0.89347054,0.949965191,0.905887394,0.961415964,0.909319446,0.910144652,0.067261136,0.936641981,0.875939008,0.720937952
289547,640933,cg09161876,0.37434086,0.513636364,0.166134526,0.035390235,0.083827588,0.031589658,0.665011914,0.036532331,0.44284259,0.335773326
289796,369817,cg09169591,0.427468181,0.471156519,0.6339974,0.481698991,0.472785346,0.443963477,0.12043876,0.527442072,0.507765993,0.468807954
290123,254512,cg09180564,0.691629705,0.936424508,0.931299324,0.960820321,0.894081,0.89436609,0.932846458,0.935778723,0.739819461,0.812526045
290141,796429,cg09181015,0.72362516,0.210344813,0.543175726,0.609134714,0.682235628,0.350286783,0.045592174,0.936362079,0.629179379,0.60935391
290154,335409,cg09181496,0.624849302,0.816235566,0.381627179,0.544103893,0.217068464,0.351080069,0.393814785,0.460639361,0.617986849,0.53982627
290213,795799,cg09183151,0.620901059,0.524931975,0.522194681,0.587941361,0.924626556,0.457734658,0.085076271,0.559169323,0.562332703,0.652609907
290237,529051,cg09184263,0.59647984,0.439065169,0.380561151,0.925399025,0.619225615,0.692944022,0.568035856,0.611645256,0.664144174,0.622356847
290902,642880,cg09207423,0.080906693,0.058705072,0.260947573,0.33218431,0.095435368,0.273196068,0.419369855,0.551596879,0.233896186,0.453675425
291051,661325,cg09212597,0.523729459,0.096063595,0.44563165,0.484730871,0.671844645,0.578567813,0.486847177,0.492739207,0.481562978,0.477008115
291295,563567,cg09220593,0.279817542,0.615560125,0.098463042,0.164963635,0.101825384,0.278721128,0.890547837,0.052599399,0.486261393,0.487470339
292716,84529,cg09263904,0.799904624,0.871278922,0.188447547,0.436108651,0.614542221,0.528530512,0.78825778,0.097207769,0.629228654,0.622080768
292997,408845,cg09273414,0.338629355,0.392995048,0.386004924,0.565390798,0.594093882,0.798267477,0.897622315,0.491261778,0.314840175,0.593401927
293676,223116,cg09295016,0.126084876,0.061618831,0.062509988,0.210694295,0.222272567,0.177252502,0.116996651,0.047136294,0.191046795,0.433696036
294085,470143,cg09308088,0.489911065,0.602370487,0.275156175,0.074553455,0.064709831,0.445318947,0.360421965,0.392963638,0.498077804,0.377633942
294095,562996,cg09308534,0.684564775,0.647670533,0.538580432,0.615421006,0.688103827,0.882092205,0.266208229,0.616924137,0.690955013,0.542357933
294162,649359,cg09310564,0.529926344,0.520376035,0.227703288,0.088213703,0.540312191,0.676293171,0.056370933,0.037596931,0.495836993,0.384594238
295230,384618,cg09343889,0.135031832,0.208671139,0.361414672,0.082058122,0.055418601,0.057322096,0.758172629,0.057803127,0.30024329,0.447418611
295245,633960,cg09344415,0.11150388,0.045535739,0.396273232,0.046022153,0.087673399,0.119936179,0.530526931,0.051452529,0.188463534,0.456106462
295479,653791,cg09353126,0.681791693,0.312162352,0.297104574,0.514675615,0.09084866,0.301494123,0.415527374,0.492325156,0.581678604,0.428631712
295668,478212,cg09359107,0.653312402,0.667475656,0.10141589,0.395925079,0.142221397,0.341787108,0.4969236,0.072982294,0.641330189,0.458210744
295674,653543,cg09359383,0.14852078,0.121145161,0.336413209,0.472114742,0.396489618,0.456359329,0.645937084,0.503038355,0.320337168,0.435421918
295973,766243,cg09368827,0.594162609,0.563377726,0.527641025,0.533769534,0.656789617,0.563280193,0.052900185,0.522369089,0.470022204,0.514093017
296310,96068,cg09379439,0.711905648,0.111758083,0.432863545,0.336998923,0.891094441,0.754583872,0.647988006,0.068290606,0.724882948,0.788304596
297348,343730,cg09414774,0.905105614,0.823419081,0.366807732,0.441523524,0.957572702,0.15339456,0.063791184,0.515415764,0.677962497,0.430425673
297453,220046,cg09417716,0.732641956,0.501134936,0.480894243,0.3250374,0.663307448,0.291425924,0.654566192,0.495999282,0.591035232,0.661570548
299070,239226,cg09469842,0.281694988,0.444887259,0.809129964,0.451394628,0.86436561,0.947603689,0.471397703,0.866236012,0.289125562,0.384172001
299429,788086,cg09481283,0.467733797,0.438066044,0.632220243,0.67075981,0.949771937,0.679510084,0.335055283,0.642785012,0.436913947,0.516364393
300222,239017,cg09508189,0.41061645,0.079188564,0.707825458,0.912859107,0.77303665,0.760104369,0.718602184,0.490765236,0.383468037,0.620579062
300333,769356,cg09511467,0.252563802,0.028684314,0.898606811,0.931032894,0.230919536,0.470789718,0.471657088,0.462341874,0.340628587,0.599429122
300372,181957,cg09512985,0.462136311,0.490824742,0.229687481,0.483165923,0.246859726,0.181061674,0.634243942,0.091831399,0.57704693,0.545509492
302004,833950,cg09566316,0.080052119,0.036233331,0.084835165,0.046291498,0.14298351,0.08498332,0.370516839,0.038053977,0.116737066,0.244030625
302746,76576,cg09591234,0.276666575,0.052872279,0.084496645,0.561700981,0.122165025,0.290127387,0.365183104,0.073692946,0.120841878,0.317830661
303187,79974,cg09605312,0.141413057,0.046717948,0.504833594,0.731171176,0.747521116,0.902735625,0.669331845,0.500069,0.30919501,0.567214862
303290,557223,cg09608652,0.390487166,0.859370202,0.599910996,0.492955339,0.925198835,0.953370647,0.104574558,0.4895106,0.557518153,0.523632227
303937,639478,cg09630239,0.344476197,0.354607354,0.099140409,0.07115274,0.193135433,0.318957204,0.349668557,0.054100498,0.239511442,0.348269033
304539,672018,cg09649921,0.63623253,0.649228087,0.531205367,0.419143971,0.82986651,0.119361085,0.917935355,0.500787336,0.658085386,0.726007378
304727,36449,cg09656274,0.646537766,0.906752063,0.649225311,0.512943702,0.831953909,0.367282694,0.678418222,0.49705788,0.794610434,0.674568335
305015,763810,cg09664556,0.45284564,0.491615479,0.496365475,0.460975601,0.595222881,0.749408601,0.322787614,0.509309117,0.450903797,0.426959065
305295,281401,cg09674340,0.528670808,0.083922301,0.172879071,0.100499601,0.324931687,0.186473143,0.720082824,0.055177819,0.587166947,0.604274597
305523,695616,cg09682469,0.899266792,0.531643205,0.909604803,0.539600794,0.910486515,0.857221083,0.904530871,0.518638757,0.710873383,0.790311361
306176,666828,cg09704869,0.334171227,0.565964026,0.292469877,0.556717319,0.78393412,0.741450349,0.423924932,0.521556458,0.383824748,0.532076339
306447,693340,cg09715059,0.791693016,0.702963994,0.942310886,0.606043399,0.913967078,0.857047978,0.559989318,0.583447348,0.869720197,0.794939316
307298,335611,cg09744150,0.289266447,0.299252594,0.245600199,0.535409978,0.580004719,0.419321737,0.561676369,0.544609523,0.423843427,0.534983148
307492,646611,cg09751025,0.422767453,0.181646469,0.119655551,0.336360439,0.27811738,0.125374696,0.485293511,0.464456438,0.252459337,0.407272734
308481,107420,cg09784523,0.399566225,0.10080905,0.84453121,0.501585163,0.924913078,0.396787459,0.060648687,0.553751323,0.25853014,0.45117545
308521,683144,cg09785958,0.609140351,0.84220722,0.661712082,0.689384336,0.671441875,0.893795354,0.349018427,0.642994081,0.51945726,0.491749974
308673,383618,cg09790539,0.644061454,0.505103995,0.657019224,0.215945932,0.873863045,0.273954955,0.546242949,0.515334199,0.542482622,0.676426888
308840,438669,cg09796529,0.880827285,0.891848357,0.718652811,0.917746463,0.87166243,0.801884851,0.861941181,0.9086378,0.833536932,0.845489867
309162,760452,cg09806134,0.269137586,0.084592281,0.317766631,0.309129703,0.056614818,0.079467321,0.583071896,0.215635773,0.305409198,0.465577678
310076,274660,cg09836210,0.190433258,0.066725842,0.593607464,0.879129291,0.792391992,0.955235049,0.632992524,0.845405842,0.280990928,0.607399826
310333,83695,cg09844805,0.079692987,0.042112618,0.078619623,0.069254641,0.062302731,0.549619677,0.069371523,0.037466632,0.092948335,0.347014847
310758,191454,cg09858078,0.490630715,0.267605204,0.101967386,0.32430565,0.053309737,0.565697758,0.212633518,0.468840712,0.425828702,0.459233434
310978,254533,cg09864076,0.764689262,0.948164387,0.820620447,0.940621309,0.486929088,0.901071238,0.677623744,0.942175873,0.73394499,0.609910279
311266,634852,cg09872770,0.490527595,0.053079362,0.093617963,0.125182257,0.523780408,0.067263441,0.059054603,0.036075953,0.219881718,0.213368676
311379,234195,cg09876447,0.10680216,0.810015302,0.630430027,0.910188898,0.428785612,0.926738578,0.075675119,0.921606113,0.324088664,0.375001606
311496,162559,cg09880921,0.554731691,0.52117561,0.475516391,0.488349834,0.757307942,0.355628385,0.41942276,0.546293118,0.4152671,0.425835631
312626,657902,cg09918077,0.202866482,0.203290927,0.806406988,0.257815054,0.826139489,0.394314366,0.256603935,0.531681578,0.398934581,0.624742943
314159,62912,cg09970539,0.248000301,0.046215887,0.166714418,0.114552189,0.049465811,0.074872226,0.096081147,0.04043473,0.240703048,0.415341806
314966,175969,cg09997952,0.312213666,0.545781478,0.588185722,0.526901798,0.643008508,0.710693947,0.283958042,0.518916881,0.43442899,0.515711123
315237,659746,cg10006756,0.338380075,0.564593779,0.399063281,0.562627868,0.137781778,0.581408184,0.490578885,0.570211253,0.5292563,0.417650351
315594,806929,cg10018232,0.552640115,0.03073513,0.835289395,0.520544111,0.9175949,0.690450705,0.061512764,0.512275172,0.456287648,0.505396434
315719,549589,cg10021819,0.528589711,0.56355304,0.103041119,0.261718233,0.116393557,0.105810309,0.098612123,0.084595711,0.452963701,0.304093786
316464,386228,cg10046114,0.608887632,0.860044619,0.154651663,0.801512444,0.029637039,0.709004025,0.251214197,0.939404456,0.537945318,0.507723236
316521,258953,cg10048140,0.383274359,0.141962884,0.263226397,0.190769145,0.090512511,0.095661293,0.525107215,0.056999579,0.455421471,0.398300106
316527,82990,cg10048349,0.442893367,0.880042433,0.586458461,0.503706529,0.664250182,0.891882565,0.615790332,0.863110153,0.533630321,0.580352952
316845,724241,cg10059071,0.937805786,0.593904228,0.912746066,0.917697636,0.902211774,0.946051229,0.895875944,0.912034333,0.834518069,0.798426234
316936,373178,cg10062150,0.096999743,0.065655776,0.189095315,0.184384914,0.093336537,0.098604822,0.483970521,0.612693193,0.271576684,0.439030245
317271,672351,cg10072328,0.815845648,0.443753528,0.317557794,0.941362016,0.038288925,0.837446318,0.306916402,0.923997439,0.536341171,0.468228288
317320,399715,cg10074314,0.383756741,0.188800396,0.204539887,0.142955651,0.089676987,0.092438226,0.362702842,0.096903686,0.345662843,0.476513459
317654,731654,cg10085750,0.920706461,0.937747609,0.921121137,0.93780681,0.922392652,0.891712248,0.699447042,0.93713175,0.912069292,0.831440937
317698,64741,cg10087664,0.871971664,0.94959274,0.630667915,0.958070084,0.715180809,0.850189129,0.4842104,0.942534754,0.78471075,0.61804655
317858,702466,cg10091780,0.860438275,0.523983131,0.828181589,0.901314,0.936272159,0.937929866,0.480997695,0.906363151,0.840382838,0.723589243
318819,665403,cg10122047,0.403620497,0.036921713,0.562702599,0.571509013,0.585046112,0.691328752,0.684371036,0.570561328,0.420099741,0.601299781
319415,464609,cg10140648,0.209519046,0.793549001,0.24949872,0.469109769,0.535623893,0.16588543,0.10195687,0.03678109,0.463060865,0.418822226
320333,69546,cg10169382,0.725513292,0.536805592,0.517282029,0.565954415,0.155517264,0.657161072,0.555689138,0.546839932,0.495553523,0.553435172
320408,805893,cg10171713,0.54462828,0.537284469,0.47134913,0.946151671,0.354035992,0.884396599,0.064842961,0.93847105,0.459083122,0.387948796
320799,688947,cg10183893,0.881390932,0.41102308,0.616027384,0.952160941,0.810690394,0.875124957,0.230121792,0.936455625,0.748627116,0.520647932
321125,584404,cg10193804,0.393791225,0.922994468,0.905314574,0.860287759,0.905998085,0.921583699,0.139616943,0.869527069,0.613239599,0.575498835
321644,382611,cg10208610,0.342831385,0.683724523,0.419146796,0.498754263,0.044529495,0.585778446,0.449668994,0.464137464,0.47015698,0.416069218
322434,588122,cg10235892,0.123541537,0.645271666,0.122328212,0.068937551,0.383334541,0.126638438,0.182343942,0.095100664,0.312981553,0.424963927
322623,281747,cg10241404,0.558803335,0.4095988,0.537144484,0.841303234,0.033249288,0.877052587,0.68474728,0.923724606,0.540097225,0.509322465
323807,561471,cg10281800,0.289403948,0.601320587,0.199916026,0.372136525,0.091174416,0.172716987,0.100370099,0.047282969,0.418368052,0.361555731
324000,661430,cg10288206,0.349919025,0.533705327,0.402754293,0.544673072,0.077165194,0.616021489,0.364289562,0.900495393,0.397073146,0.505748892
324349,696781,cg10300135,0.857142289,0.477729627,0.686948487,0.931642004,0.718601506,0.908946633,0.624477703,0.921909269,0.698729792,0.687655383
324458,134457,cg10303654,0.815153889,0.586661992,0.554118335,0.049041408,0.067322862,0.080445528,0.547022707,0.04702027,0.621312903,0.492206242
324563,665313,cg10307411,0.662662799,0.033368363,0.602934858,0.560422822,0.597588377,0.668273674,0.413896782,0.560765122,0.460045033,0.680539255
326001,469849,cg10354512,0.680134911,0.549619438,0.574386225,0.361006519,0.72734308,0.480131844,0.436831657,0.402725169,0.734880273,0.542312432
326472,378373,cg10370591,0.062144822,0.02301743,0.05045818,0.034664554,0.033044479,0.019276226,0.300833916,0.025745713,0.122880936,0.227709843
326562,681740,cg10373508,0.925212732,0.55030247,0.388322196,0.914340765,0.576129947,0.885093384,0.078747524,0.95189382,0.621752765,0.535993132
326569,589867,cg10373741,0.846710726,0.939941986,0.91003201,0.955012626,0.7876788,0.953673595,0.923110164,0.931754554,0.721818202,0.725333151
327278,74786,cg10398083,0.368597078,0.855780919,0.287659572,0.499746395,0.315227734,0.536101576,0.071499673,0.513234305,0.527164588,0.378384434
327957,657015,cg10421799,0.523858069,0.047990857,0.266218663,0.534272058,0.625411853,0.596218991,0.202031478,0.60114676,0.33318024,0.344847595
328015,335577,cg10423780,0.487647955,0.062685229,0.297161841,0.565906999,0.586266581,0.533093562,0.43625755,0.566075462,0.477863436,0.61292622
328280,663854,cg10433043,0.683841504,0.873254409,0.625038888,0.215415977,0.483709612,0.34520701,0.680156318,0.081094255,0.721237782,0.570114827
328612,523269,cg10443359,0.357985532,0.100178893,0.329537703,0.371325472,0.588556187,0.383054352,0.139729676,0.5243645,0.322699251,0.369763592
328785,769657,cg10449558,0.331538128,0.060719225,0.318619035,0.558517914,0.442916067,0.86341171,0.432580586,0.911977378,0.445245309,0.379947397
329033,260390,cg10456908,0.315326745,0.409156872,0.331007348,0.077458093,0.038003822,0.167703518,0.684135334,0.039055071,0.165344066,0.334329313
330312,521085,cg10499136,0.416640776,0.433650638,0.339721876,0.621388006,0.482056538,0.033992405,0.514952335,0.110958828,0.442721358,0.474160213
330617,743448,cg10507304,0.938794401,0.956617748,0.954109022,0.955885292,0.913802697,0.928345184,0.76396069,0.952962382,0.958877223,0.936691556
331070,191455,cg10520888,0.482077813,0.281143634,0.1663434,0.074285307,0.102951218,0.663798144,0.054944916,0.578641088,0.620584434,0.559081143
331080,656857,cg10521147,0.370766697,0.054590703,0.32194816,0.211025755,0.497012378,0.842654751,0.587432985,0.49713537,0.304236898,0.416536238
331155,266412,cg10523414,0.934434921,0.930643848,0.907952369,0.788113437,0.783350136,0.887461329,0.720966815,0.91045188,0.748600141,0.617420669
331758,783225,cg10542770,0.79793513,0.890904215,0.574261391,0.604718791,0.947165786,0.954106255,0.695948663,0.892570836,0.80063392,0.66774818
332039,48158,cg10551804,0.398523886,0.464222646,0.479541521,0.512214354,0.572118114,0.931213646,0.274034063,0.904286594,0.367537659,0.513038732
332326,362421,cg10562159,0.58517407,0.694295029,0.120323502,0.134153923,0.381807419,0.415200323,0.400980572,0.887317904,0.463910917,0.47927337
332405,24565,cg10565467,0.165199174,0.187282431,0.340448293,0.259364128,0.564258869,0.12448536,0.091208746,0.097134166,0.200177331,0.327267899
332460,673513,cg10567318,0.520168076,0.441897302,0.355271589,0.607400049,0.510753736,0.7652577,0.74695436,0.762482627,0.43203429,0.513261744
332689,672196,cg10575858,0.595925904,0.544135015,0.577255628,0.645038518,0.721547331,0.543134517,0.443748327,0.545045061,0.503120021,0.485920648
333415,668933,cg10598551,0.481690232,0.510346037,0.707784042,0.524468616,0.84280181,0.739259938,0.037046171,0.535886476,0.396802885,0.356917026
334060,38482,cg10619653,0.153723186,0.082843441,0.108195688,0.076419603,0.050634825,0.032866879,0.352726314,0.089284192,0.241266785,0.33895597
334233,649062,cg10625636,0.302763876,0.22369916,0.370715794,0.132084442,0.10908677,0.874600134,0.489686646,0.143173671,0.527750587,0.503021261
334391,20421,cg10630977,0.764468515,0.607716824,0.5753558,0.610208581,0.58879777,0.802394738,0.454357698,0.634912798,0.568325095,0.525464137
334945,425007,cg10650246,0.490315114,0.481671228,0.37948827,0.915074376,0.412606828,0.918710003,0.431240214,0.794500103,0.391479765,0.547291207
